S.No.,datetime,temperature,humidity,mode,speed,opTime,eSpent,eSaved
0,28/09/2020 21:42,36,53,0,5,30,1440,1440
1,28/09/2020 21:42,37,52,0,5,30,1440,1440
2,28/09/2020 21:43,37,51,0,5,30,1440,1440
3,28/09/2020 21:43,36,52,0,5,60,2880,2880
4,28/09/2020 21:44,36,53,0,5,180,8640,8640
5,28/09/2020 21:47,36,54,0,5,60,2880,2880
6,28/09/2020 21:48,36,55,0,5,60,2880,2880
7,28/09/2020 21:49,35,54,0,5,30,1440,1440
8,28/09/2020 21:50,36,55,0,5,180,8640,8640
9,28/09/2020 21:53,35,54,0,5,300,14400,14400
10,28/09/2020 21:58,36,54,0,5,150,7200,7200
11,28/09/2020 22:00,35,54,0,5,60,2880,2880
12,28/09/2020 22:01,35,53,0,5,60,2880,2880
13,28/09/2020 22:02,36,55,0,5,90,4320,4320
14,28/09/2020 22:04,35,54,0,5,30,1440,1440
15,28/09/2020 22:04,36,55,0,5,30,1440,1440
16,28/09/2020 22:05,36,54,0,5,240,11520,11520
17,28/09/2020 22:09,36,55,0,5,420,20160,20160
18,28/09/2020 22:16,35,54,0,5,30,1440,1440
19,28/09/2020 22:16,36,55,0,5,990,47520,47520
20,28/09/2020 22:33,35,55,0,5,30,1440,1440
21,28/09/2020 22:33,36,55,0,5,30,1440,1440
22,28/09/2020 22:34,35,54,0,5,90,4320,4320
23,28/09/2020 22:35,36,56,0,5,30,1440,1440
24,28/09/2020 22:36,35,54,0,5,30,1440,1440
25,28/09/2020 22:36,36,55,0,5,30,1440,1440
26,28/09/2020 22:37,35,54,0,5,30,1440,1440
27,28/09/2020 22:37,36,56,0,5,30,1440,1440
28,28/09/2020 22:38,35,54,0,5,90,4320,4320
29,28/09/2020 22:39,36,55,0,5,30,1440,1440
30,28/09/2020 22:40,35,54,0,5,30,1440,1440
31,28/09/2020 22:40,36,55,0,5,30,1440,1440
32,28/09/2020 22:41,35,54,0,5,30,1440,1440
33,28/09/2020 22:41,36,55,0,5,240,11520,11520
34,28/09/2020 22:45,35,55,0,5,300,14400,14400
35,28/09/2020 22:50,36,55,0,5,270,12960,12960
36,28/09/2020 22:55,36,54,0,5,510,24480,24480
37,28/09/2020 23:03,36,55,0,5,90,4320,4320
38,28/09/2020 23:05,36,54,0,5,30,1440,1440
39,28/09/2020 23:05,36,55,0,5,270,12960,12960
